@RELATION league

@ATTRIBUTE champ1, numeric
@ATTRIBUTE kills1, numeric
@ATTRIBUTE deaths1, numeric
@ATTRIBUTE assists1, numeric
@ATTRIBUTE goldEarned1, numeric
@ATTRIBUTE totalMinionsKilled1, numeric
@ATTRIBUTE neutralMinionsKilled1, numeric
@ATTRIBUTE wardsPlaced1, numeric

@ATTRIBUTE champ2, numeric
@ATTRIBUTE kills2, numeric
@ATTRIBUTE deaths2, numeric
@ATTRIBUTE assists2, numeric
@ATTRIBUTE goldEarned2, numeric
@ATTRIBUTE totalMinionsKilled2, numeric
@ATTRIBUTE neutralMinionsKilled2, numeric
@ATTRIBUTE wardsPlaced2, numeric

@ATTRIBUTE champ3, numeric
@ATTRIBUTE kills3, numeric
@ATTRIBUTE deaths3, numeric
@ATTRIBUTE assists3, numeric
@ATTRIBUTE goldEarned3, numeric
@ATTRIBUTE totalMinionsKilled3, numeric
@ATTRIBUTE neutralMinionsKilled3, numeric
@ATTRIBUTE wardsPlaced3, numeric

@ATTRIBUTE champ4, numeric
@ATTRIBUTE kills4, numeric
@ATTRIBUTE deaths4, numeric
@ATTRIBUTE assists4, numeric
@ATTRIBUTE goldEarned4, numeric
@ATTRIBUTE totalMinionsKilled4, numeric
@ATTRIBUTE neutralMinionsKilled4, numeric
@ATTRIBUTE wardsPlaced4, numeric

@ATTRIBUTE champ5, numeric
@ATTRIBUTE kills5, numeric
@ATTRIBUTE deaths5, numeric
@ATTRIBUTE assists5, numeric
@ATTRIBUTE goldEarned5, numeric
@ATTRIBUTE totalMinionsKilled5, numeric
@ATTRIBUTE neutralMinionsKilled5, numeric
@ATTRIBUTE wardsPlaced5, numeric

@ATTRIBUTE champ6, numeric
@ATTRIBUTE kills6, numeric
@ATTRIBUTE deaths6, numeric
@ATTRIBUTE assists6, numeric
@ATTRIBUTE goldEarned6, numeric
@ATTRIBUTE totalMinionsKilled6, numeric
@ATTRIBUTE neutralMinionsKilled6, numeric
@ATTRIBUTE wardsPlaced6, numeric

@ATTRIBUTE champ7, numeric
@ATTRIBUTE kills7, numeric
@ATTRIBUTE deaths7, numeric
@ATTRIBUTE assists7, numeric
@ATTRIBUTE goldEarned7, numeric
@ATTRIBUTE totalMinionsKilled7, numeric
@ATTRIBUTE neutralMinionsKilled7, numeric
@ATTRIBUTE wardsPlaced7, numeric

@ATTRIBUTE champ8, numeric
@ATTRIBUTE kills8, numeric
@ATTRIBUTE deaths8, numeric
@ATTRIBUTE assists8, numeric
@ATTRIBUTE goldEarned8, numeric
@ATTRIBUTE totalMinionsKilled8, numeric
@ATTRIBUTE neutralMinionsKilled8, numeric
@ATTRIBUTE wardsPlaced8, numeric

@ATTRIBUTE champ9, numeric
@ATTRIBUTE kills9, numeric
@ATTRIBUTE deaths9, numeric
@ATTRIBUTE assists9, numeric
@ATTRIBUTE goldEarned9, numeric
@ATTRIBUTE totalMinionsKilled9, numeric
@ATTRIBUTE neutralMinionsKilled9, numeric
@ATTRIBUTE wardsPlaced9, numeric

@ATTRIBUTE champ10, numeric
@ATTRIBUTE kills10, numeric
@ATTRIBUTE deaths10, numeric
@ATTRIBUTE assists10, numeric
@ATTRIBUTE goldEarned10, numeric
@ATTRIBUTE totalMinionsKilled10, numeric
@ATTRIBUTE neutralMinionsKilled10, numeric
@ATTRIBUTE wardsPlaced10, numeric

@ATTRIBUTE win, { True, False }

@data
19,8,5,7,13018,75,74,4,29,11,9,14,12606,110,8,2,114,24,2,2,17658,176,40,17,412,2,6,14,10669,44,0,7,1,5,6,11,10390,112,0,5,99,1,10,8,8759,107,1,4,61,4,9,12,10050,70,1,12,58,9,9,5,10681,98,17,6,51,4,12,6,8998,91,0,5,2,10,11,7,12261,118,19,0,True
75,7,2,10,13380,258,4,8,104,3,2,2,8740,133,7,6,19,8,5,11,13610,31,71,7,412,1,3,16,8361,19,0,36,238,14,9,4,13730,194,22,7,7,8,8,4,10241,136,9,11,67,4,7,2,10432,186,15,7,105,7,7,6,12178,70,76,3,98,1,6,7,8382,145,0,2,89,1,5,8,6815,43,0,18,True
86,6,5,3,10221,184,2,7,59,2,8,10,8005,22,35,7,1,1,8,6,7047,27,6,11,67,8,6,3,11130,175,4,4,79,1,9,5,6912,54,19,4,81,16,3,9,14724,179,1,8,57,2,6,19,11080,26,40,12,114,5,5,9,12125,169,14,4,85,0,0,0,5370,0,0,0,161,12,4,15,14299,148,9,5,False
51,15,1,11,14805,221,7,6,9,13,5,9,11662,37,55,9,75,2,1,3,9599,199,0,5,267,0,2,23,8964,8,0,20,1,5,3,14,9614,103,2,7,236,3,6,2,8325,130,7,6,62,0,8,6,7455,133,0,8,59,2,8,5,7550,21,65,9,103,4,7,5,7990,114,0,5,25,3,6,3,8279,77,8,7,True
104,17,3,17,14536,158,18,8,92,1,7,12,10361,163,12,4,7,20,5,9,13387,103,1,7,40,1,4,23,9508,11,0,32,62,8,4,12,11759,50,62,11,67,3,13,9,8920,124,1,9,103,8,12,4,9391,103,3,8,86,6,5,3,9256,129,4,9,64,4,7,3,7743,22,39,13,89,2,10,7,6815,19,0,16,True
55,14,7,10,13300,160,5,4,104,14,5,8,15994,234,14,4,143,0,4,17,10810,21,9,29,127,6,5,8,11791,174,12,8,48,1,3,16,11722,53,78,2,14,3,8,9,10936,92,76,6,432,1,8,12,6367,26,0,4,74,4,6,7,9617,162,1,5,67,9,5,5,11338,171,9,0,8,7,8,7,11196,195,11,11,True
81,7,5,4,10722,134,6,5,122,12,6,13,13701,158,7,4,37,3,5,18,9439,5,0,17,31,5,3,14,11665,47,58,11,157,12,9,8,14057,180,15,8,43,1,8,11,8310,40,0,28,238,5,7,8,9557,138,5,9,121,5,12,8,9303,94,18,2,110,2,5,5,9455,167,0,1,35,15,7,7,13798,57,58,5,True
2,2,7,4,7262,55,6,0,54,4,6,6,9684,63,53,5,103,5,11,5,8015,70,0,4,222,8,9,5,13153,209,19,4,89,1,9,9,7889,66,1,12,101,25,4,11,18783,225,13,5,16,0,6,14,8557,21,1,12,17,0,0,4,5589,4,4,1,86,7,4,16,10797,49,7,6,22,10,6,12,14143,191,5,9,False
55,15,5,10,13656,163,1,18,54,6,3,21,10848,88,0,8,1,3,8,14,9414,18,0,9,32,5,4,20,10770,34,36,11,6,15,6,10,12163,92,3,4,75,2,9,4,8077,131,0,4,81,11,9,6,11602,142,6,6,31,4,8,8,8810,95,0,9,77,6,9,3,9324,30,51,4,89,3,9,10,8872,63,0,14,True
30,3,7,1,6697,100,1,0,74,1,4,4,7302,115,1,7,23,2,10,2,7188,42,44,2,67,9,7,3,9216,107,2,7,13,0,10,6,5779,25,0,8,81,7,4,7,10289,141,12,2,22,12,1,7,11937,140,5,8,114,8,3,7,12190,124,37,6,89,1,3,15,7274,19,1,17,86,8,5,6,10238,173,3,3,False
59,5,1,18,10185,35,46,5,412,2,5,21,8546,11,1,15,57,12,2,4,11410,156,6,11,222,8,3,9,11506,170,27,7,61,4,1,17,10496,143,15,8,54,0,6,7,6915,128,9,2,119,2,6,7,8384,134,7,1,91,3,7,5,7732,111,1,8,10,5,4,1,9231,80,57,6,89,2,8,8,5968,21,0,15,True
92,3,3,10,10741,180,11,10,81,6,3,7,10110,161,2,2,69,18,5,5,13053,147,5,5,89,1,2,14,7939,50,0,14,59,4,5,4,8476,18,53,4,67,1,4,5,8238,156,0,5,4,7,8,4,9424,92,0,1,24,3,7,2,8147,46,60,4,5,5,8,2,8026,106,6,8,412,2,5,3,5750,9,0,19,True
222,9,4,12,14623,241,25,5,254,6,5,14,10392,18,49,7,53,0,1,18,9237,45,0,30,75,11,4,11,13331,193,5,8,238,17,4,10,15303,189,21,10,114,6,11,5,9368,125,9,4,104,1,10,3,7887,141,15,3,43,6,10,6,10124,169,0,5,267,0,4,8,6790,15,1,24,154,5,8,6,10498,50,67,5,True
7,4,3,4,8247,103,4,9,53,1,0,10,8069,20,0,18,104,6,3,4,10065,178,2,5,64,10,3,6,11069,39,56,24,122,6,4,3,11476,233,7,9,40,0,6,3,4801,16,0,16,421,3,4,6,7964,19,67,16,117,2,5,5,7385,137,2,5,39,6,6,1,8029,109,0,7,15,2,6,4,8070,173,0,6,True
35,1,7,2,6297,34,39,5,67,2,5,2,6624,104,1,1,133,9,8,1,10487,163,4,7,3,3,5,3,7073,96,6,3,53,1,6,4,6171,27,0,0,222,11,4,5,11102,132,4,3,64,9,2,7,10468,44,45,18,69,5,3,7,9252,116,2,14,37,4,5,20,10432,16,0,4,41,2,2,10,10230,145,0,7,False
76,2,5,1,4670,66,0,4,99,2,3,0,4523,58,0,2,143,1,2,3,4858,28,0,10,68,1,5,0,4256,69,0,6,5,2,3,2,6069,48,38,3,4,2,1,5,7504,123,0,2,26,0,3,6,5039,32,1,8,81,7,0,0,7821,127,9,6,105,7,2,1,8206,138,3,4,113,1,2,3,7081,11,74,5,False
91,9,3,1,8506,109,13,4,51,0,2,4,5585,101,3,1,150,0,0,0,2918,0,0,0,72,3,1,1,5907,60,21,5,25,1,3,4,4752,10,0,13,86,3,4,3,6949,115,0,6,77,3,2,1,7422,29,60,6,4,1,4,2,6637,108,1,3,89,0,1,5,4629,19,0,9,236,2,2,2,6592,108,9,5,False
68,2,3,1,6349,117,0,5,1,5,2,4,8142,157,0,6,57,0,0,6,7272,44,59,3,236,5,1,2,8309,148,7,3,89,3,1,6,5585,28,1,6,412,0,4,3,3967,21,0,14,6,5,3,0,7859,159,4,7,104,1,3,0,6622,165,6,5,77,0,2,5,6107,15,60,5,101,1,3,0,5552,120,2,2,True
432,0,5,0,4279,4,1,15,105,0,7,1,5975,28,53,2,8,2,4,1,6697,136,0,6,67,1,6,2,6433,118,8,8,238,6,7,1,8588,140,6,6,113,2,0,13,8805,34,69,3,222,7,2,10,10822,158,13,3,25,3,4,12,7142,12,0,10,3,10,3,10,9837,131,6,5,266,7,0,9,8784,101,1,1,False
1,5,0,3,7412,128,3,10,267,2,0,10,6225,12,0,12,77,2,1,3,6458,2,57,4,68,8,0,3,7559,105,0,3,104,4,0,4,8135,145,0,6,122,0,7,0,3905,66,0,4,63,0,2,0,4132,78,0,5,76,0,6,1,4396,6,41,0,53,0,3,1,3564,42,1,4,67,1,4,0,4703,90,0,3,True
254,3,2,4,7792,15,63,4,8,10,2,5,11511,192,9,3,157,5,5,2,8245,130,1,4,201,0,4,9,5787,30,0,9,51,3,2,4,7327,109,2,4,62,3,6,2,5701,69,0,4,222,2,3,2,6183,118,1,4,20,1,2,6,6007,20,35,1,64,9,6,2,7507,85,3,10,25,0,4,6,4915,14,0,9,True
10,1,4,0,5556,105,0,4,120,1,2,0,5069,81,0,3,267,0,2,6,5296,7,0,14,421,4,3,3,8303,34,81,1,18,6,6,1,6861,87,0,5,67,3,2,4,7447,138,1,3,55,8,2,3,8812,129,0,5,57,3,4,10,8344,42,44,3,53,0,2,7,5090,5,0,19,8,3,2,4,7310,121,1,3,False
4,9,4,11,14719,185,12,11,131,8,4,7,15217,72,122,6,92,10,3,10,14301,194,7,15,104,5,4,11,14307,273,15,3,89,0,6,19,9923,62,0,31,55,6,5,6,13271,247,17,14,9,6,6,7,9293,41,8,21,54,0,9,9,9179,134,0,9,236,1,5,7,10929,207,3,13,80,8,7,7,12826,41,69,14,True
53,3,14,9,9382,76,1,38,81,4,8,9,12021,195,16,6,62,6,6,7,13949,89,96,10,7,11,8,6,14790,242,5,16,57,4,4,9,13101,245,3,13,14,2,5,14,12360,193,7,13,412,7,6,18,11747,51,0,37,61,8,3,13,16180,259,34,16,32,4,7,18,12883,44,67,11,119,19,8,14,19944,205,18,6,False
119,2,9,8,11205,204,4,5,103,9,5,5,12277,182,8,11,14,1,5,11,11880,237,3,11,412,0,11,8,7771,18,0,29,105,6,6,2,11714,29,103,7,29,6,2,13,14416,243,8,5,113,5,3,9,13664,57,97,8,25,3,4,22,11644,32,3,26,55,11,7,7,13951,212,1,4,59,10,2,11,16584,282,12,11,False
92,10,10,6,14469,222,12,10,103,10,8,5,13414,201,3,7,57,2,10,12,11916,58,79,0,22,4,8,10,15393,260,10,5,12,0,10,12,9027,55,3,37,42,11,2,19,16694,207,21,8,85,9,6,13,14760,203,2,16,55,9,7,13,15455,227,17,6,25,5,6,30,14109,13,1,36,32,12,5,12,16286,70,92,5,False
76,4,5,10,12997,74,70,8,15,4,6,6,14489,259,3,7,122,5,10,5,11619,120,3,9,31,14,9,5,15824,205,23,7,54,0,9,9,9964,85,3,9,236,17,3,12,18037,257,3,6,40,1,0,28,11399,6,0,27,55,14,14,12,14109,156,4,8,19,2,8,21,16367,111,107,8,36,5,2,26,14284,175,7,6,False
76,8,5,13,15534,222,13,9,236,9,5,16,18533,275,39,9,117,1,8,24,13518,187,3,9,111,4,5,27,13466,103,1,42,107,19,7,6,19740,127,104,6,89,1,9,15,9304,41,0,32,55,4,8,14,13104,173,17,21,254,1,9,12,14224,68,112,12,222,10,8,5,15471,256,19,9,8,13,7,4,15432,214,3,12,True
110,12,2,12,14018,170,10,1,432,2,1,18,10945,19,0,7,106,6,2,10,11330,75,29,19,238,8,4,3,12832,211,11,6,17,5,3,9,10829,154,0,6,222,1,7,0,6616,91,3,1,98,1,6,5,7733,107,3,6,131,0,10,4,6754,85,7,7,105,7,9,4,11852,117,50,14,43,3,1,3,7529,56,0,13,True
150,9,3,15,14734,220,10,7,14,14,0,18,15858,70,80,8,81,7,6,19,14550,183,30,7,103,11,3,17,16505,228,20,13,412,1,10,26,10817,14,0,28,43,2,8,13,9366,45,0,38,222,6,13,7,12735,196,3,2,4,7,7,4,11354,156,3,10,31,2,9,9,11748,87,86,8,39,5,5,6,11603,206,7,7,True
59,7,8,15,10586,21,25,18,67,9,8,8,11176,100,10,10,8,6,9,8,11066,162,7,9,24,4,9,4,8823,97,8,10,26,4,7,12,10127,54,0,22,1,1,11,8,8387,77,3,7,68,11,8,14,13414,128,7,10,81,13,3,14,14621,160,15,3,76,5,4,15,10896,40,2,22,64,11,4,23,13723,40,46,29,False
134,6,10,11,10728,111,7,11,236,10,9,14,13076,122,26,1,56,20,4,13,18434,94,94,16,31,14,7,14,13436,133,6,8,99,6,4,17,11481,102,0,8,107,15,13,4,12146,95,1,3,19,4,8,8,12454,84,78,9,157,3,12,5,9811,125,2,10,81,6,11,7,11510,165,7,7,86,5,12,3,9021,99,1,10,True
77,3,5,8,11096,71,64,3,99,1,8,10,7280,44,0,9,104,11,6,3,13255,208,0,6,1,2,12,4,9079,151,0,4,48,1,7,8,9276,141,3,12,31,5,3,15,13967,54,96,5,16,1,3,13,9372,14,0,21,11,13,4,8,17226,313,4,6,68,8,2,13,13432,191,0,7,62,10,6,7,12838,162,13,1,False
76,5,7,4,11071,203,0,3,113,1,6,10,10018,64,65,7,111,2,6,10,8079,32,0,31,238,2,1,0,6304,47,0,2,222,10,5,3,14282,257,10,8,157,8,6,6,13996,224,20,5,53,3,4,12,9712,20,0,36,18,5,3,7,13156,232,3,9,82,6,5,6,12581,201,1,8,20,3,3,11,12965,60,67,11,False
77,7,3,7,12999,98,70,0,143,11,4,8,15364,235,28,8,31,11,3,11,13572,178,5,14,51,1,6,9,11137,205,10,5,53,3,5,15,10335,32,2,27,104,2,6,12,12349,238,8,8,1,10,6,6,13736,244,9,12,254,4,5,5,9451,28,66,8,23,4,8,2,11575,240,2,8,201,1,8,9,7847,59,0,18,True
120,7,0,9,13971,252,14,8,236,8,4,10,14058,201,22,8,8,15,5,6,14393,170,11,7,40,2,8,25,11317,7,0,29,59,4,5,24,12834,42,57,5,33,3,5,2,7576,23,32,7,157,12,8,5,14446,204,19,12,6,2,7,1,11195,255,4,5,51,5,7,9,12846,210,14,1,412,0,9,14,8280,32,0,26,True
37,0,7,7,7730,7,0,17,238,2,6,6,10514,205,5,8,106,9,6,4,12677,60,89,2,76,6,8,4,11230,205,13,3,222,2,5,9,11557,238,10,3,81,10,2,12,14898,232,8,2,50,10,4,11,14246,189,19,15,102,6,3,11,13391,59,91,4,75,5,5,11,12739,202,2,3,53,1,6,16,9042,13,1,33,False
14,4,4,12,11921,186,0,4,77,3,6,9,11178,47,61,0,104,23,4,6,17877,237,3,7,1,9,6,12,12675,162,0,9,20,3,7,17,10012,26,4,10,429,10,7,8,14324,230,1,4,76,7,8,8,10722,122,5,11,34,1,8,3,9520,177,3,10,92,9,9,4,13108,97,70,8,25,0,11,11,7870,25,0,31,True
57,3,6,13,10613,55,55,7,12,0,8,15,8021,11,0,40,76,8,12,2,10145,114,6,5,39,6,8,4,10373,167,0,5,15,6,8,6,11662,205,5,9,69,14,7,12,12818,115,5,13,113,12,4,20,15737,71,84,0,40,1,4,28,10311,7,2,32,51,8,6,13,13897,207,16,4,59,7,2,8,12186,189,11,3,False
55,17,5,13,15994,175,4,14,267,3,8,23,12224,15,0,33,29,11,8,16,15989,212,14,5,154,5,5,22,12785,33,48,23,48,7,0,17,13433,146,4,2,59,6,10,16,12320,37,65,6,89,0,9,13,8244,13,0,42,222,6,10,9,12164,183,6,7,150,7,9,8,11538,144,1,10,101,7,5,11,12242,186,3,6,True
92,8,4,5,14903,284,23,6,222,7,4,4,12694,210,5,2,55,4,6,3,9716,137,1,6,412,2,4,10,8482,11,1,22,5,13,6,1,13619,61,65,7,7,11,10,7,10115,104,0,2,14,3,5,6,8364,131,0,5,11,4,7,4,11020,121,64,9,104,2,3,6,10129,204,4,6,37,3,9,7,8238,18,1,19,True
63,12,8,20,14139,19,6,26,67,24,11,12,18552,178,24,6,90,4,6,10,10759,135,10,7,32,10,3,16,16759,140,82,9,14,14,7,12,13894,156,3,5,238,11,7,4,12501,187,5,1,12,2,14,16,8307,35,0,21,222,6,15,9,11164,162,15,5,64,8,16,12,10428,32,19,23,68,8,12,8,9945,116,0,9,True
111,6,9,10,12594,59,78,4,61,10,8,7,13799,189,9,20,92,5,14,9,12281,181,7,2,21,9,11,8,14295,198,7,4,25,0,8,13,9005,19,1,26,412,1,5,28,11398,21,1,36,119,20,8,11,20065,201,19,6,19,8,4,9,14292,59,87,6,86,13,6,6,14169,171,8,7,112,8,7,8,14517,207,18,10,False
51,1,9,5,7910,105,15,1,2,6,12,3,9339,136,0,3,105,3,9,4,7014,71,0,16,23,7,4,2,11142,107,37,3,412,3,13,6,8530,41,1,7,429,16,7,3,14081,176,7,6,254,6,5,4,10391,26,65,5,111,6,3,21,13044,74,3,11,90,10,2,6,11263,125,8,8,15,9,3,16,13929,173,8,6,False
267,0,3,27,10051,9,1,20,50,19,6,13,14591,114,5,9,77,4,4,6,15681,136,124,13,104,9,6,8,14221,199,28,11,8,7,3,11,13458,230,6,7,91,8,7,8,9560,89,1,8,76,5,7,6,9630,145,18,5,102,5,7,6,11415,97,73,6,89,1,11,9,6600,59,0,11,51,3,7,4,8955,176,0,8,True
77,3,12,1,8286,30,55,4,81,1,8,1,7421,128,6,8,89,3,8,6,6908,22,0,16,10,0,7,2,7283,133,7,5,104,5,6,4,9034,154,0,2,103,15,1,13,12513,125,0,10,42,7,3,7,10099,117,18,4,86,10,0,7,10897,135,2,3,64,8,5,22,11777,42,31,12,1,1,4,12,7499,18,0,26,False
81,7,11,9,10712,113,0,1,120,6,6,9,10009,47,43,6,86,9,9,5,10329,121,4,7,20,7,13,7,10239,123,0,0,89,0,10,9,6541,44,0,29,75,12,5,7,14390,200,14,5,157,14,11,12,14385,154,9,15,42,11,6,9,12986,142,11,5,53,0,4,23,9351,23,1,15,106,12,3,4,15451,89,99,5,False
31,15,2,6,13527,217,1,1,30,7,3,10,11791,172,13,10,89,0,1,15,9063,66,1,19,113,2,2,14,11038,60,66,6,18,12,4,3,12196,182,16,9,103,5,9,2,9068,139,6,13,111,0,3,7,7679,35,45,2,15,4,6,3,8857,128,12,12,75,3,4,3,8480,159,3,1,429,0,14,3,6853,67,2,5,True
67,3,6,5,9669,183,6,7,79,1,7,3,6491,29,0,15,68,3,5,2,8402,157,0,5,121,1,5,5,9945,28,109,11,25,7,5,2,10047,167,10,8,131,10,4,6,13700,216,22,7,40,0,3,15,7848,8,0,25,59,7,1,12,13074,44,76,9,39,0,4,3,8994,165,10,9,222,11,3,10,14972,224,29,6,False
76,2,9,0,7106,22,49,7,29,2,5,3,7717,128,9,8,17,3,7,3,6918,64,0,2,54,2,3,7,6845,45,0,19,50,2,7,1,6505,89,0,5,103,4,0,12,10082,142,3,13,96,6,3,8,9861,133,5,6,89,0,2,11,6791,42,0,25,35,9,3,6,9595,37,39,6,80,12,3,7,12014,147,21,5,False
161,5,7,5,8340,120,3,6,86,2,5,1,7734,155,0,5,80,1,7,2,6771,16,60,4,429,1,6,6,6886,104,3,0,89,2,6,6,6025,20,1,16,98,5,2,5,10500,204,3,2,59,7,1,11,10311,5,67,2,103,10,4,5,10043,119,7,4,201,0,3,11,6500,25,0,11,236,9,2,3,11846,228,1,9,False
157,4,4,3,10934,224,11,12,111,2,4,2,9050,58,79,1,12,0,5,8,6876,39,0,13,18,4,6,7,10858,189,2,9,92,6,6,3,12564,235,23,4,119,8,2,5,15338,239,12,5,238,4,8,3,12347,230,4,2,48,9,2,6,14161,62,91,14,43,0,2,13,10016,39,1,28,85,4,2,8,12452,221,2,5,False
57,2,6,5,8168,134,3,4,89,0,5,9,5916,23,0,14,32,6,4,3,9451,57,51,3,67,6,10,4,8505,112,1,0,45,4,8,3,7430,106,0,5,105,11,3,4,10592,103,0,10,113,4,3,10,11463,63,74,6,236,13,4,3,12259,145,16,5,48,4,2,5,9761,134,1,6,1,1,6,14,8867,24,0,8,False
24,4,9,3,7848,106,4,7,113,3,8,7,8823,36,56,5,13,7,2,6,8288,51,8,4,126,5,7,6,8602,123,0,5,236,2,3,7,7781,109,1,4,131,4,4,9,9543,39,57,4,267,5,1,15,9146,7,0,21,103,13,5,6,11850,152,7,7,22,3,6,13,10057,125,7,0,57,4,5,14,9393,104,5,8,False
236,7,4,7,10164,140,1,5,12,1,5,12,6957,24,0,19,266,12,0,5,11655,172,5,4,64,1,3,2,7989,29,73,0,131,9,2,8,8821,53,0,3,238,6,9,0,7519,90,3,7,103,0,6,3,4872,62,1,5,104,7,2,6,8753,133,0,7,59,1,6,4,5362,18,26,3,53,0,7,8,6518,28,2,14,True
131,13,6,6,13656,164,25,10,113,9,2,12,12778,69,65,5,222,3,5,13,10768,146,2,2,111,3,2,14,9652,58,5,26,8,7,3,11,12666,181,16,16,1,1,6,4,6096,41,0,12,41,8,7,5,11785,195,1,4,105,3,6,5,9575,31,82,2,67,1,7,6,8709,156,8,9,238,5,9,7,9325,145,4,6,True
25,12,1,15,11860,133,0,9,76,17,5,11,12824,46,43,2,11,9,5,4,11013,174,3,4,67,7,7,19,10806,100,11,5,89,2,4,22,8796,32,0,14,32,4,9,10,9113,40,52,9,37,2,11,6,6535,11,0,12,48,3,9,1,7657,110,0,4,222,6,10,8,8707,108,3,5,8,7,8,5,9121,111,0,4,True
429,20,2,7,14496,144,7,1,92,4,6,7,9618,145,6,5,111,7,2,16,11307,30,54,9,1,7,3,18,11095,110,3,9,89,3,5,24,9603,30,0,10,11,5,9,1,8791,39,69,3,81,2,6,5,8286,141,1,9,86,2,8,5,8393,151,10,5,84,5,6,4,8343,105,6,5,412,4,12,12,7698,15,0,9,True
25,1,7,6,6655,21,0,17,4,1,4,7,8919,136,3,6,119,5,8,4,8889,106,4,10,19,7,5,2,9138,13,60,1,58,2,6,0,8612,170,1,8,103,5,4,10,8846,120,1,5,236,7,4,9,10793,163,6,4,266,9,2,8,11252,179,10,11,201,2,3,18,8056,45,1,12,32,7,3,12,10140,18,60,9,False
89,2,0,11,7256,29,0,7,32,1,0,3,7674,8,86,5,7,9,1,3,10105,146,7,5,64,1,4,2,8489,189,7,5,81,8,1,5,11113,225,3,0,39,4,1,1,7787,153,5,6,31,0,8,3,5219,84,9,4,76,1,5,2,4925,9,28,3,51,1,4,0,6380,138,5,2,111,0,3,1,4665,40,0,11,True
14,7,3,13,10219,30,62,3,57,2,0,12,10355,200,4,2,89,4,5,15,7780,47,0,25,81,8,5,13,11125,152,3,2,38,9,4,8,10105,115,5,6,53,2,8,7,6989,21,0,29,120,8,7,6,9937,17,72,8,42,4,6,2,9332,199,6,5,92,2,3,4,8955,182,9,11,67,1,6,7,8424,172,1,7,True
28,1,5,3,6297,20,46,7,42,2,1,1,7330,151,4,6,7,3,4,3,7156,135,0,5,114,3,6,0,6939,120,7,6,267,1,4,4,5924,7,0,16,92,12,2,1,11295,148,9,10,67,5,1,4,10168,207,0,7,1,0,4,9,6828,88,5,9,40,1,2,13,6958,15,0,14,154,1,1,11,7931,24,54,13,False
92,0,2,1,3882,48,0,0,115,4,5,0,5822,85,0,1,67,0,3,1,5136,121,0,2,5,0,5,1,4465,15,33,1,1,0,5,2,3564,4,0,11,81,4,0,8,8275,124,3,6,106,6,0,3,8419,55,42,4,157,6,3,2,8273,134,0,1,40,1,0,9,5822,9,0,14,24,3,1,6,7108,99,4,3,False
92,1,3,1,5594,116,9,3,63,5,3,1,7001,116,0,6,104,2,6,3,5452,85,9,4,254,0,0,0,2740,0,0,0,89,0,7,6,4625,22,2,18,55,6,3,1,8088,141,0,2,31,2,1,2,7237,149,6,3,222,7,1,5,7561,84,4,5,10,0,2,11,6223,20,0,13,32,4,1,4,6884,14,50,5,False
1,0,5,3,3856,41,0,4,48,1,2,2,4847,68,0,3,56,3,4,0,5879,14,49,2,89,0,7,3,3881,23,0,14,15,3,6,2,5536,86,0,4,58,1,2,3,6449,124,0,3,236,8,2,4,9385,153,5,2,59,5,2,11,8036,21,25,3,63,10,1,7,9093,112,3,3,12,0,1,13,5670,23,2,9,False
421,1,4,1,5768,5,66,5,67,2,4,3,6085,113,7,4,150,2,3,0,6071,128,0,4,4,0,6,3,5092,81,2,8,267,2,5,4,4838,2,0,13,412,2,1,7,5042,9,1,14,54,2,1,3,7240,144,0,6,222,3,3,6,7908,138,1,2,64,5,2,4,7271,14,38,9,1,10,0,6,8700,89,5,6,False
238,4,4,1,7410,167,0,10,79,0,3,3,4805,94,0,3,25,0,4,3,4274,6,0,11,113,1,3,2,5983,16,63,4,119,0,4,1,5062,107,4,1,103,2,2,3,7035,118,7,6,104,4,0,4,8650,156,6,3,117,3,0,7,6604,6,0,14,80,2,2,3,6821,16,42,4,92,7,1,3,9551,146,9,4,False
76,2,2,0,2884,9,8,1,222,0,2,2,2690,28,0,2,412,2,1,0,2888,3,0,2,1,0,1,0,2520,35,0,2,39,0,0,0,1870,1,0,0,50,1,0,2,4120,54,0,0,157,2,2,0,5360,102,1,1,62,2,2,2,4246,6,10,1,53,0,0,2,3324,15,0,2,119,1,3,1,4291,53,0,1,False
131,13,5,6,15073,212,17,12,59,0,5,15,11380,57,62,14,92,8,8,10,12836,166,5,7,44,0,6,23,11260,38,33,37,104,7,8,5,13839,247,17,3,254,9,2,10,15939,74,113,9,11,6,7,7,14757,270,10,8,12,0,6,20,10280,56,0,40,133,9,8,7,13864,225,7,10,6,8,5,13,14026,182,4,8,False
131,15,7,19,14721,97,0,12,41,8,3,15,15851,235,2,3,113,7,5,27,14939,45,69,5,40,2,0,29,11563,7,0,10,222,17,7,7,15824,189,12,6,84,7,14,2,10779,135,1,10,37,2,7,9,8811,36,0,10,54,3,9,5,9288,42,42,0,92,5,9,4,11387,154,25,10,67,5,10,4,10960,161,2,9,True
32,2,9,14,13215,61,102,9,131,9,7,9,12571,160,5,11,72,8,8,13,12234,134,3,10,222,15,9,9,15828,208,14,6,143,4,10,20,9981,23,1,21,15,21,10,7,18410,251,8,3,7,10,9,9,14948,225,13,14,25,1,8,17,10573,43,0,15,75,7,6,9,15743,276,16,8,59,4,5,11,13354,67,75,7,False
